Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Sales,Cost,Region,State,City,Sales_Channel,Shipping_Mode,Delivery_Days,Payment_Method,Order_Status,Profit ,,,
O01316,1/28/2025,C0342,P018,3,26123,5,74450.55,65641.5,West,Telangana,Hyderabad,Mobile App,Express,2,Card,Delivered,8809.05,,,
O01317,4/3/2025,C0111,P033,4,20347,0,81388,49784.56,South,Telangana,Hyderabad,Marketplace,Standard,7,Card,Delivered,31603.44,,,
O01318,3/8/2025,C0345,P006,4,48173,5,183057.4,152272.72,East,Telangana,Hyderabad,Marketplace,Express,5,Net Banking,Delivered,30784.68,,,
O01319,26/03/2025,C0438,P042,2,18262,5,34697.8,23376.35,South,Karnataka,Bengaluru,Website,Express,4,Card,Cancelled,11321.45,,,
O01320,5/4/2025,C0163,P043,2,31261,35,43765.4,37584.28,South,Telangana,Hyderabad,Website,Express,2,Net Banking,Delivered,6181.12,,,
O01321,7/14/2025,C0210,P037,4,42202,-5,168808,103681.51,North,Telangana,Hyderabad,Marketplace,Express,1,Card,Cancelled,65126.49,,,
O01322,2/10/2025,C0132,P001,2,16994,15,28889.8,30694.37,North,Telangana,Hyderabad,Marketplace,Express,2,UPI,Delivered,-1804.57,,,
O01323,11/25/2025,C0201,P038,4,43243,20,138377.6,108263.21,East,Telangana,Hyderabad,Marketplace,Same Day,5,Card,Cancelled,30114.39,,,
O01324,17/10/2025,Unknown,P011,1,24250,-5,24250,22341.22,South,Maharashtra,Mumbai,Mobile App,Standard,5,UPI,Delivered,1908.78,,,
O01325,7/31/2025,C0157,P008,4,13893,25,41679,50813.29,North,Karnataka,Bengaluru,Mobile App,Express,5,Net Banking,Cancelled,-9134.29,,,
O01326,6/14/2025,C0039,P010,3,30419,25,68442.75,59451.96,North,Telangana,Hyderabad,Mobile App,Express,6,Card,Delivered,8990.79,,,
O01327,7/15/2025,C0051,P004,2,11288,35,15803.2,19257.3,East,Telangana,Hyderabad,Marketplace,Standard,3,Net Banking,Delivered,-3454.1,,,
O01328,12/25/2025,C0420,P047,4,23958,20,76665.6,65818.27,East,Maharashtra,Pune,Website,Express,3,Card,Cancelled,10847.33,,,
O01329,5/18/2025,C0343,P008,3,44474,0,133422,102985.66,West,Telangana,Hyderabad,Marketplace,Express,4,COD,Cancelled,30436.34,,,
O02069,1/25/2025,C0064,P024,5,34442,35,120547,118041.3,East,Maharashtra,Pune,Marketplace,Same Day,5,UPI,Delivered,2505.7,,,
O01331,19/04/2025,C0320,P010,3,31482,30,66112.2,82990.59,West,Maharashtra,Mumbai,Website,Standard,5,Card,Delivered,-16878.39,,,
O01332,5/15/2025,C0267,P029,4,37893,20,121257.6,93437.75,North,Karnataka,Bengaluru,Marketplace,Same Day,1,Card,Cancelled,27819.85,,,
O01333,5/6/2025,C0215,P045,4,48628,0,194512,162608.53,North,Maharashtra,Mumbai,Mobile App,Express,5,Card,Delivered,31903.47,,,
O01334,8/4/2025,C0283,P039,5,33678,0,168390,144836.49,West,Telangana,Hyderabad,Mobile App,Standard,1,Net Banking,Delivered,23553.51,,,
O01335,4/7/2025,C0214,P023,2,16726,10,30106.8,29906.81,East,Telangana,Hyderabad,Marketplace,Express,5,Card,Delivered,199.99,,,
O01336,27/04/2025,C0287,P044,4,44447,5,168898.6,147292.81,South,Telangana,Hyderabad,Mobile App,Same Day,2,Net Banking,Cancelled,21605.79,,,
O01337,12/17/2025,C0107,P028,4,45643,-5,182572,132378.41,North,Telangana,Hyderabad,Marketplace,Standard,6,COD,Delivered,50193.59,,,
O01338,7/15/2025,C0435,P045,4,46287,35,129603.6,117161.41,East,Telangana,Hyderabad,Mobile App,Express,5,Card,Delivered,12442.19,,,
O01339,3/11/2025,C0461,P046,5,8832,0,44160,37426.86,South,Karnataka,Bengaluru,Website,Express,1,UPI,Cancelled,6733.14,,,
O01340,11/28/2025,C0222,P047,2,8419,30,11786.6,14304.22,East,Telangana,Hyderabad,Website,Express,1,Net Banking,Delivered,-2517.62,,,
O01341,7/2/2025,C0075,P036,3,46530,0,139590,91078.03,East,Telangana,Hyderabad,Mobile App,Express,7,Net Banking,Delivered,48511.97,,,
O01342,13/02/2025,C0270,P012,1,16513,30,11559.1,14244.29,North,Karnataka,Bengaluru,Mobile App,Express,7,Net Banking,Cancelled,-2685.19,,,
O01343,20/04/2025,C0043,P011,4,45671,35,127878.8,150508.75,East,Telangana,Hyderabad,Marketplace,Express,6,Card,Delivered,-22629.95,,,
O01344,2/11/2025,C0005,P018,4,782,0,3128,2459.49,East,Maharashtra,Pune,Website,Same Day,3,UPI,Delivered,668.51,,,
O01345,9/29/2025,C0224,P018,1,4329,15,3679.65,3708.4,West,Telangana,Hyderabad,Mobile App,Standard,2,UPI,Delivered,-28.75,,,
O01346,7/29/2025,C0390,P010,4,7611,15,25877.4,24875,East,Maharashtra,Mumbai,Mobile App,Same Day,1,Card,Delivered,1002.4,,,
O01347,12/3/2025,C0174,P041,5,30723,0,153615,142757.53,South,Maharashtra,Pune,Website,Same Day,7,Net Banking,Delivered,10857.47,,,
O01348,9/25/2025,C0053,P025,2,36907,5,70123.3,44885.2,East,Telangana,Hyderabad,Website,Express,5,COD,Delivered,25238.1,,,
O01349,6/29/2025,C0306,P032,5,32701,35,114453.5,138026.51,South,Karnataka,Bengaluru,Marketplace,Express,7,Card,Delivered,-23573.01,,,
O01350,4/11/2025,C0014,P024,5,8354,35,29239,37848.74,West,Telangana,Hyderabad,Mobile App,Express,7,UPI,Delivered,-8609.74,,,
O01351,7/1/2025,C0078,P001,2,12228,25,18342,15589.38,North,Telangana,Hyderabad,Website,Standard,7,Card,Delivered,2752.62,,,
O01352,18/02/2025,C0481,P004,2,2754,20,4406.4,3977.65,South,Telangana,Hyderabad,Website,Express,6,Card,Delivered,428.75,,,
O01353,8/10/2025,C0217,P008,3,8017,15,20443.35,16055.95,North,Telangana,Hyderabad,Website,Express,2,COD,Cancelled,4387.4,,,
O01354,7/26/2025,C0167,P033,2,43608,35,61051.2,67352.89,South,Telangana,Hyderabad,Website,Express,1,Net Banking,Cancelled,-6301.69,,,
O01355,11/20/2025,C0152,P012,1,21770,0,21770,19821.73,East,Maharashtra,Mumbai,Mobile App,Standard,5,Net Banking,Delivered,1948.27,,,
O01356,8/2/2025,C0389,P040,4,38571,15,131141.4,103059.65,East,Telangana,Hyderabad,Marketplace,Standard,1,Net Banking,Cancelled,28081.75,,,
O01357,10/25/2025,C0063,P026,4,27602,15,93846.8,88888.79,North,Telangana,Hyderabad,Mobile App,Standard,3,Net Banking,Delivered,4958.01,,,
O01358,6/10/2025,C0108,P011,4,40778,10,146800.8,103984.56,East,Telangana,Hyderabad,Mobile App,Express,4,Card,Delivered,42816.24,,,
O01359,15/04/2025,C0070,P037,4,9768,0,39072,35859.84,East,Karnataka,Bengaluru,Marketplace,Same Day,3,Net Banking,Cancelled,3212.16,,,
O01360,9/6/2025,C0119,P001,2,40134,-5,80268,69859.94,East,Telangana,Hyderabad,Mobile App,Express,5,Card,Cancelled,10408.06,,,
O02478,12/14/2025,C0397,P035,3,12588,0,37764,30835.06,North,Telangana,Hyderabad,Mobile App,Express,7,Card,Delivered,6928.94,,,
O01362,8/19/2025,C0277,P040,5,15097,30,52839.5,57729.5,South,Maharashtra,Pune,Website,Same Day,4,UPI,Delivered,-4890,,,
O01363,23/10/2025,C0206,P021,2,44542,-5,89084,70309.18,North,Karnataka,Bengaluru,Mobile App,Express,1,Card,Delivered,18774.82,,,
O01364,12/27/2025,Unknown,P022,3,21588,15,55049.4,48978.5,South,Telangana,Hyderabad,Mobile App,Express,7,Card,Delivered,6070.9,,,
O01365,7/3/2025,C0123,P006,1,31510,30,22057,19977,West,Maharashtra,Pune,Marketplace,Express,7,Card,Delivered,2080,,,
O01366,1/21/2025,C0136,P042,3,38318,35,80467.8,97223.64,South,Karnataka,Bengaluru,Mobile App,Express,3,UPI,Delivered,-16755.84,,,
O01367,10/17/2025,C0500,P018,5,38966,0,194830,128432.02,East,Telangana,Hyderabad,Mobile App,Express,4,Card,Cancelled,66397.98,,,
O01368,15/08/2025,C0411,P037,1,38848,15,33020.8,28331.88,South,Maharashtra,Mumbai,Mobile App,Standard,1,Card,Delivered,4688.92,,,
O01369,6/24/2025,C0339,P046,3,37386,0,112158,81202.98,South,Telangana,Hyderabad,Mobile App,Express,4,Net Banking,Delivered,30955.02,,,
O01370,6/8/2025,C0043,P041,2,18216,-5,36432,27174.94,North,Telangana,Hyderabad,Website,Express,1,Card,Cancelled,9257.06,,,
O01371,28/10/2025,C0461,P048,2,6254,20,10006.4,9717.45,East,Maharashtra,Pune,Mobile App,Standard,4,UPI,Cancelled,288.95,,,
O01372,5/31/2025,C0104,P027,3,29742,5,84764.7,71256.49,East,Telangana,Hyderabad,Mobile App,Express,6,COD,Cancelled,13508.21,,,
O01373,12/9/2025,C0353,P010,3,46192,25,103932,105146.36,South,Telangana,Hyderabad,Website,Express,4,Net Banking,Cancelled,-1214.36,,,
O01374,8/4/2025,C0258,P027,4,28490,30,79772,68879.46,West,Telangana,Hyderabad,Website,Express,7,Card,Delivered,10892.54,,,
O01375,17/04/2025,C0142,P028,2,29865,5,56743.5,43980.86,West,Telangana,Hyderabad,Website,Standard,1,COD,Cancelled,12762.64,,,
O01376,25/02/2025,C0238,P027,3,43956,0,131868,113215.57,West,Telangana,Hyderabad,Marketplace,Express,7,COD,Delivered,18652.43,,,
O01377,5/13/2025,C0356,P005,1,31044,35,21730.8,21412.18,South,Telangana,Hyderabad,Marketplace,Same Day,4,Net Banking,Delivered,318.62,,,
O01378,3/7/2025,C0492,P019,2,14378,10,25880.4,23042.6,South,Telangana,Hyderabad,Website,Standard,2,Net Banking,Delivered,2837.8,,,
O01379,8/5/2025,Unknown,P035,4,33223,0,132892,94355.94,West,Maharashtra,Mumbai,Marketplace,Same Day,7,Net Banking,Cancelled,38536.06,,,
O01380,5/30/2025,C0280,P019,5,16986,0,84930,51024.25,North,Telangana,Hyderabad,Marketplace,Express,2,COD,Delivered,33905.75,,,
O01381,9/3/2025,C0106,P034,3,45547,30,95648.7,127271.99,South,Telangana,Hyderabad,Marketplace,Same Day,2,Net Banking,Delivered,-31623.29,,,
O01382,22/03/2025,Unknown,P015,3,36007,5,102619.95,95735.14,East,Telangana,Hyderabad,Mobile App,Express,2,Net Banking,Delivered,6884.81,,,
O01383,26/08/2025,C0187,P038,3,10979,0,32937,30472.62,North,Telangana,Hyderabad,Marketplace,Standard,3,COD,Delivered,2464.38,,,
O01384,3/6/2025,C0365,P016,1,1781,30,1246.7,1094.51,South,Telangana,Hyderabad,Website,Standard,Not Delivered,UPI,Cancelled,152.19,,,
O01385,7/4/2025,C0058,P046,3,39962,-5,119886,92243.51,North,Maharashtra,Pune,Marketplace,Standard,2,Card,Cancelled,27642.49,,,
O01386,7/20/2025,C0406,P002,2,9683,35,13556.2,14950.22,West,Maharashtra,Mumbai,Mobile App,Standard,2,COD,Cancelled,-1394.02,,,
O01387,5/2/2025,C0179,P033,2,40834,5,77584.6,51944.79,North,Maharashtra,Mumbai,Mobile App,Express,1,Card,Delivered,25639.81,,,
O01388,2/8/2025,C0435,P039,4,40375,10,145350,100469.24,North,Telangana,Hyderabad,Mobile App,Standard,7,COD,Delivered,44880.76,,,
O01389,24/02/2025,C0214,P019,2,11484,30,16077.6,19650.99,South,Telangana,Hyderabad,Marketplace,Express,7,Card,Delivered,-3573.39,,,
O01390,5/5/2025,C0218,P001,5,48497,20,193988,145685.65,North,Maharashtra,Mumbai,Mobile App,Express,6,Card,Delivered,48302.35,,,
O01391,3/30/2025,C0205,P028,4,8119,5,30852.2,26269.28,East,Telangana,Hyderabad,Website,Same Day,5,Card,Delivered,4582.92,,,
O01392,3/19/2025,C0338,P037,1,18128,0,18128,16631.9,North,Telangana,Hyderabad,Mobile App,Standard,1,COD,Delivered,1496.1,,,
O01393,9/6/2025,C0328,P024,1,20847,20,16677.6,19456.35,North,Maharashtra,Mumbai,Mobile App,Express,1,Net Banking,Cancelled,-2778.75,,,
O01394,6/15/2025,C0319,P020,1,35282,-5,35282,29088.05,East,Maharashtra,Mumbai,Mobile App,Express,3,Card,Delivered,6193.95,,,
O01395,10/2/2025,C0390,P025,5,49570,15,210672.5,173753.68,West,Maharashtra,Pune,Marketplace,Express,Not Delivered,Card,Cancelled,36918.82,,,
O01396,13/12/2025,C0152,P026,4,32157,0,128628,118772.53,North,Telangana,Hyderabad,Website,Express,6,Net Banking,Delivered,9855.47,,,
O01397,22/11/2025,C0448,P040,4,18438,25,55314,48412.07,North,Telangana,Hyderabad,Marketplace,Standard,6,Card,Delivered,6901.93,,,
O01398,9/30/2025,C0166,P033,5,17853,25,66948.75,82546.91,West,Telangana,Hyderabad,Website,Express,2,Card,Delivered,-15598.16,,,
O01399,5/7/2025,Unknown,P011,3,14985,10,40459.5,33685.73,North,Telangana,Hyderabad,Website,Express,7,Net Banking,Cancelled,6773.77,,,
O01400,3/14/2025,C0250,P030,3,38720,20,92928,71488.3,North,Telangana,Hyderabad,Marketplace,Express,1,Card,Cancelled,21439.7,,,
O01401,6/22/2025,C0219,P021,5,29726,30,104041,140237.43,West,Telangana,Hyderabad,Marketplace,Express,5,COD,Delivered,-36196.43,,,
O01402,8/3/2025,C0196,P040,5,11053,0,55265,50487.28,North,Telangana,Hyderabad,Website,Express,4,UPI,Cancelled,4777.72,,,
O01403,1/6/2025,C0071,P038,3,22313,5,63592.05,47437.77,East,Telangana,Hyderabad,Marketplace,Express,7,Card,Delivered,16154.28,,,
O01404,6/10/2025,C0067,P023,1,18507,0,18507,14625.19,East,Telangana,Hyderabad,Website,Express,7,Net Banking,Delivered,3881.81,,,
O01405,12/5/2025,C0003,P021,5,32935,15,139973.75,147917,North,Maharashtra,Mumbai,Website,Standard,1,Card,Delivered,-7943.25,,,
O01406,1/2/2025,C0339,P037,1,9505,15,8079.25,8630.27,West,Maharashtra,Pune,Website,Same Day,2,Card,Delivered,-551.02,,,
O01407,23/07/2025,C0020,P018,3,14654,5,41763.9,39247.88,West,Telangana,Hyderabad,Website,Standard,5,COD,Cancelled,2516.02,,,
O01408,10/6/2025,C0390,P044,5,23361,15,99284.25,78452.53,East,Karnataka,Bengaluru,Website,Standard,7,Card,Delivered,20831.72,,,
O01409,10/5/2025,C0020,P015,5,36865,30,129027.5,142332.88,East,Telangana,Hyderabad,Mobile App,Standard,2,Card,Cancelled,-13305.38,,,
O01410,8/19/2025,C0287,P012,2,27227,20,43563.2,45659.34,East,Telangana,Hyderabad,Marketplace,Same Day,2,Card,Delivered,-2096.14,,,
O01411,7/27/2025,C0125,P037,5,34423,5,163509.25,159576.99,North,Telangana,Hyderabad,Website,Express,2,Card,Cancelled,3932.26,,,
O01412,12/5/2025,Unknown,P033,1,35045,-5,35045,21523.97,South,Telangana,Hyderabad,Marketplace,Express,4,Card,Cancelled,13521.03,,,
O01413,4/21/2025,C0374,P028,3,42114,25,94756.5,114210.17,South,Telangana,Hyderabad,Website,Express,3,Net Banking,Delivered,-19453.67,,,
O01414,1/20/2025,C0012,P015,4,20189,10,72680.4,49570.1,North,Telangana,Hyderabad,Marketplace,Express,7,COD,Cancelled,23110.3,,,
O01415,7/4/2025,C0483,P041,4,34856,5,132452.8,109441.29,North,Maharashtra,Mumbai,Mobile App,Standard,5,Card,Delivered,23011.51,,,
O01416,8/10/2025,C0253,P014,3,42308,15,107885.4,119379.56,East,Karnataka,Bengaluru,Marketplace,Express,7,Net Banking,Delivered,-11494.16,,,
O01417,4/7/2025,C0242,P027,3,40293,15,102747.15,113180.31,North,Telangana,Hyderabad,Website,Standard,1,UPI,Delivered,-10433.16,,,
O01418,9/24/2025,C0426,P001,4,41599,25,124797,132633.85,West,Telangana,Hyderabad,Marketplace,Standard,3,Net Banking,Delivered,-7836.85,,,
O01419,12/20/2025,C0304,P016,5,10945,35,38307.5,32984.63,West,Telangana,Hyderabad,Marketplace,Express,6,Net Banking,Delivered,5322.87,,,
O01420,1/9/2025,C0347,P009,1,31781,15,27013.85,20863.74,East,Maharashtra,Mumbai,Website,Express,7,UPI,Cancelled,6150.11,,,
O01421,3/24/2025,C0220,P035,5,16132,-5,80660,69738.97,South,Karnataka,Bengaluru,Mobile App,Express,3,Card,Delivered,10921.03,,,
O01422,6/13/2025,C0010,P013,5,21586,0,107930,70620.82,North,Maharashtra,Pune,Marketplace,Express,3,Card,Cancelled,37309.18,,,
O01423,1/12/2025,C0067,P009,4,30319,5,115212.2,90798.43,South,Telangana,Hyderabad,Mobile App,Express,3,Card,Delivered,24413.77,,,
O00204,4/29/2025,C0232,P030,4,41276,5,156848.8,109511.94,South,Karnataka,Bengaluru,Website,Same Day,5,Card,Delivered,47336.86,,,
O01425,17/12/2025,C0205,P037,5,29753,30,104135.5,114767.63,West,Telangana,Hyderabad,Mobile App,Express,2,COD,Delivered,-10632.13,,,
O01426,22/04/2025,C0197,P040,3,10585,30,22228.5,22559.29,West,Maharashtra,Pune,Marketplace,Standard,6,Card,Cancelled,-330.79,,,
O01427,6/2/2025,C0461,P037,2,38209,-5,76418,48912.56,West,Karnataka,Bengaluru,Website,Express,2,UPI,Delivered,27505.44,,,
O01428,24/04/2025,C0499,P012,5,11966,-5,59830,53488.03,North,Telangana,Hyderabad,Marketplace,Express,7,COD,Cancelled,6341.97,,,
O01429,11/8/2025,C0489,P035,5,25182,35,88137,119015.56,East,Telangana,Hyderabad,Marketplace,Express,1,Card,Cancelled,-30878.56,,,
O01430,8/23/2025,C0157,P013,5,21252,35,74382,72064.15,South,Karnataka,Bengaluru,Marketplace,Same Day,7,Card,Delivered,2317.85,,,
O01431,10/27/2025,C0279,P043,3,2679,20,6429.6,4984.02,North,Telangana,Hyderabad,Marketplace,Standard,5,Net Banking,Delivered,1445.58,,,
O01432,9/5/2025,C0150,P028,1,6070,20,4856,5073.31,East,Telangana,Hyderabad,Marketplace,Express,7,Card,Cancelled,-217.31,,,
O01433,11/19/2025,C0144,P009,5,19016,5,90326,83021.66,West,Telangana,Hyderabad,Website,Same Day,7,Card,Cancelled,7304.34,,,
O01434,10/14/2025,C0238,P006,4,20096,10,72345.6,52124.96,East,Telangana,Hyderabad,Mobile App,Express,4,UPI,Cancelled,20220.64,,,
O01435,4/3/2025,C0467,P039,2,8931,20,14289.6,12664.2,East,Telangana,Hyderabad,Website,Express,5,COD,Cancelled,1625.4,,,
O01436,4/3/2025,C0122,P021,2,36607,25,54910.5,48074.68,West,Telangana,Hyderabad,Website,Standard,6,COD,Cancelled,6835.82,,,
O01437,10/10/2025,C0280,P025,3,36553,35,76761.3,82825.51,North,Karnataka,Bengaluru,Mobile App,Express,3,Card,Cancelled,-6064.21,,,
O01438,9/9/2025,C0461,P048,3,34901,5,99467.85,96762.49,West,Telangana,Hyderabad,Marketplace,Same Day,1,Net Banking,Cancelled,2705.36,,,
O01439,10/5/2025,C0206,P004,2,44612,-5,89224,82145.35,North,Telangana,Hyderabad,Marketplace,Same Day,4,Net Banking,Delivered,7078.65,,,
O01440,7/11/2025,C0423,P017,4,1091,25,3273,3221.3,East,Maharashtra,Mumbai,Website,Same Day,1,Net Banking,Delivered,51.7,,,
O01441,8/8/2025,C0277,P025,3,34348,10,92739.6,77924.25,South,Telangana,Hyderabad,Marketplace,Standard,1,Card,Delivered,14815.35,,,
O01442,3/16/2025,C0046,P029,2,33360,0,66720,60240.87,West,Karnataka,Bengaluru,Marketplace,Same Day,5,Card,Delivered,6479.13,,,
O01443,11/27/2025,C0150,P003,4,41108,5,156210.4,138313.84,West,Telangana,Hyderabad,Marketplace,Same Day,6,COD,Delivered,17896.56,,,
O01444,5/27/2025,C0432,P050,4,26367,5,100194.6,74651.27,North,Telangana,Hyderabad,Marketplace,Express,1,COD,Delivered,25543.33,,,
O01445,1/25/2025,C0116,P031,2,14971,35,20959.4,26490.3,West,Telangana,Hyderabad,Website,Express,1,Net Banking,Delivered,-5530.9,,,
O01446,6/5/2025,C0169,P002,2,4291,5,8152.9,7270.09,West,Telangana,Hyderabad,Marketplace,Express,3,Card,Cancelled,882.81,,,
O01447,9/9/2025,C0490,P049,5,37041,-5,185205,145249.88,North,Maharashtra,Mumbai,Website,Express,1,Net Banking,Delivered,39955.12,,,
O01448,9/21/2025,C0062,P048,4,47016,25,141048,176367.93,South,Telangana,Hyderabad,Mobile App,Express,2,Card,Delivered,-35319.93,,,
O01449,3/1/2025,C0176,P019,4,35408,0,141632,132087.97,East,Maharashtra,Pune,Mobile App,Same Day,5,COD,Delivered,9544.03,,,
O01450,8/26/2025,C0201,P002,3,15745,30,33064.5,36728.59,East,Telangana,Hyderabad,Marketplace,Express,7,COD,Delivered,-3664.09,,,
O01451,10/13/2025,C0012,P015,4,35523,10,127882.8,108752.08,North,Telangana,Hyderabad,Mobile App,Standard,2,Card,Cancelled,19130.72,,,
O01452,24/12/2025,C0219,P030,1,31800,25,23850,23641.31,West,Telangana,Hyderabad,Website,Express,7,Card,Delivered,208.69,,,
O01453,9/11/2025,C0374,P037,1,17985,0,17985,13158.3,North,Karnataka,Bengaluru,Mobile App,Express,4,COD,Delivered,4826.7,,,
O01454,1/28/2025,C0177,P013,4,26224,0,104896,64760.29,East,Telangana,Hyderabad,Website,Express,3,UPI,Delivered,40135.71,,,
O01455,10/11/2025,C0488,P035,5,7554,0,37770,33843.76,North,Telangana,Hyderabad,Website,Express,1,Net Banking,Delivered,3926.24,,,
O01456,6/22/2025,C0413,P033,3,26534,25,59701.5,64932.54,East,Telangana,Hyderabad,Marketplace,Express,7,Card,Cancelled,-5231.04,,,
O01457,29/07/2025,C0050,P013,1,39003,10,35102.7,28334.58,East,Maharashtra,Pune,Website,Express,2,Card,Delivered,6768.12,,,
O01458,7/8/2025,C0081,P034,1,1394,-5,1394,1253.22,West,Telangana,Hyderabad,Mobile App,Express,1,Net Banking,Delivered,140.78,,,
O01459,1/12/2025,C0030,P027,3,18106,5,51602.1,45166.12,North,Karnataka,Bengaluru,Marketplace,Express,3,Card,Delivered,6435.98,,,
O01460,8/30/2025,C0362,P039,2,39453,5,74960.7,52217.62,East,Telangana,Hyderabad,Website,Express,4,Card,Delivered,22743.08,,,
O01461,2/9/2025,C0198,P014,1,42823,0,42823,40081.77,North,Telangana,Hyderabad,Marketplace,Standard,5,Net Banking,Cancelled,2741.23,,,
O01462,2/5/2025,C0131,P017,1,41805,15,35534.25,30938.27,North,Telangana,Hyderabad,Mobile App,Express,5,Card,Cancelled,4595.98,,,
O01463,3/19/2025,C0105,P049,3,6531,0,19593,12291.28,North,Telangana,Hyderabad,Mobile App,Standard,3,COD,Cancelled,7301.72,,,
O01464,10/9/2025,C0235,P047,3,36545,35,76744.5,75062.53,South,Telangana,Hyderabad,Website,Express,4,UPI,Delivered,1681.97,,,
O01465,7/29/2025,C0002,P024,3,14571,30,30599.1,31309.58,North,Karnataka,Bengaluru,Website,Express,2,UPI,Delivered,-710.48,,,
O01466,8/31/2025,C0047,P007,5,17897,0,89485,68886.93,North,Telangana,Hyderabad,Website,Express,1,UPI,Cancelled,20598.07,,,
O01467,23/06/2025,C0453,P030,4,44485,5,169043,115827.08,South,Telangana,Hyderabad,Marketplace,Standard,2,COD,Delivered,53215.92,,,
O01468,8/20/2025,C0318,P021,1,23801,0,23801,14853.48,West,Telangana,Hyderabad,Website,Same Day,3,Card,Delivered,8947.52,,,
O01469,9/3/2025,C0356,P025,3,10648,0,31944,22829.94,South,Maharashtra,Pune,Marketplace,Express,1,Card,Delivered,9114.06,,,
O01470,1/31/2025,C0280,P031,1,3143,5,2985.85,2832.78,North,Telangana,Hyderabad,Mobile App,Standard,7,UPI,Cancelled,153.07,,,
O01471,13/05/2025,C0217,P049,4,12767,0,51068,43237.54,East,Maharashtra,Mumbai,Marketplace,Same Day,4,Net Banking,Delivered,7830.46,,,
O01472,9/30/2025,C0280,P043,4,33661,0,134644,83365.58,South,Telangana,Hyderabad,Website,Express,7,Net Banking,Delivered,51278.42,,,
O01473,5/29/2025,C0078,P038,1,24126,30,16888.2,17977.98,South,Telangana,Hyderabad,Marketplace,Same Day,2,UPI,Cancelled,-1089.78,,,
O01474,1/9/2025,C0453,P040,3,11761,10,31754.7,21868.87,North,Maharashtra,Mumbai,Mobile App,Standard,1,COD,Delivered,9885.83,,,
O01475,9/8/2025,C0217,P034,2,33708,30,47191.2,61222.22,North,Karnataka,Bengaluru,Marketplace,Standard,3,Card,Cancelled,-14031.02,,,
O01476,12/25/2025,C0092,P017,1,28134,25,21100.5,18181.41,West,Telangana,Hyderabad,Website,Express,7,Card,Cancelled,2919.09,,,
O01477,1/19/2025,C0323,P046,3,2084,20,5001.6,5178.91,South,Telangana,Hyderabad,Mobile App,Standard,2,Card,Delivered,-177.31,,,
O01478,10/11/2025,C0367,P005,1,36600,15,31110,29763.71,East,Telangana,Hyderabad,Website,Express,4,Net Banking,Cancelled,1346.29,,,
O01479,9/8/2025,C0404,P014,5,40998,-5,204990,124000.33,North,Telangana,Hyderabad,Mobile App,Standard,2,UPI,Cancelled,80989.67,,,
O01480,25/08/2025,C0015,P003,4,30271,30,84758.8,93598.11,West,Karnataka,Bengaluru,Website,Same Day,3,COD,Delivered,-8839.31,,,
O01481,12/14/2025,C0217,P019,2,26466,5,50285.4,39970.56,East,Karnataka,Bengaluru,Website,Same Day,2,Net Banking,Cancelled,10314.84,,,
O01482,9/8/2025,C0280,P020,3,49513,15,126258.15,113288.45,East,Telangana,Hyderabad,Mobile App,Same Day,7,UPI,Delivered,12969.7,,,
O01483,11/10/2025,C0126,P034,2,17869,35,25016.6,32821.25,North,Telangana,Hyderabad,Website,Express,2,COD,Cancelled,-7804.65,,,
O01484,5/15/2025,C0221,P023,5,25050,15,106462.5,116681.48,North,Telangana,Hyderabad,Mobile App,Express,2,Card,Delivered,-10218.98,,,
O01485,1/1/2025,Unknown,P041,4,39006,-5,156024,130648.64,North,Telangana,Hyderabad,Marketplace,Standard,4,Card,Delivered,25375.36,,,
O01486,8/29/2025,C0346,P037,5,45376,0,226880,166189.1,West,Maharashtra,Pune,Marketplace,Express,6,COD,Delivered,60690.9,,,
O01487,25/05/2025,C0205,P003,2,36556,15,62145.2,67880.71,South,Telangana,Hyderabad,Website,Same Day,5,Card,Cancelled,-5735.51,,,
O01488,21/08/2025,C0174,P016,4,19218,0,76872,53225.33,East,Telangana,Hyderabad,Mobile App,Express,5,Net Banking,Cancelled,23646.67,,,
O01489,6/8/2025,C0492,P022,4,49247,5,187138.6,182155.34,North,Telangana,Hyderabad,Mobile App,Express,2,UPI,Delivered,4983.26,,,
O02328,10/30/2025,C0076,P031,3,16804,20,40329.6,44268.89,North,Telangana,Hyderabad,Website,Standard,2,COD,Delivered,-3939.29,,,
O01491,3/30/2025,C0480,P033,4,29434,-5,117736,103557.81,South,Telangana,Hyderabad,Marketplace,Express,4,Net Banking,Delivered,14178.19,,,
O01492,6/2/2025,C0003,P023,2,6336,30,8870.4,7910.29,South,Telangana,Hyderabad,Website,Standard,7,COD,Cancelled,960.11,,,
O01493,5/25/2025,C0107,P007,4,26822,5,101923.6,81792.91,South,Karnataka,Bengaluru,Mobile App,Express,3,Card,Delivered,20130.69,,,
O01912,7/3/2025,C0205,P043,2,15349,0,30698,26261.47,West,Telangana,Hyderabad,Mobile App,Express,1,Card,Delivered,4436.53,,,
O01495,4/29/2025,C0450,P044,4,19156,30,53636.8,50460.87,West,Telangana,Hyderabad,Mobile App,Standard,5,Card,Cancelled,3175.93,,,
O01496,15/11/2025,C0457,P019,4,12367,5,46994.6,37693.99,North,Telangana,Hyderabad,Marketplace,Standard,3,Card,Delivered,9300.61,,,
